CountyID,CountyName,Population5Over,PercentSpeakOnlyEnglish,PercentSpeakOnlyEnglishMarginOfError
30009,"Carbon County, Montana",9710,96.1,1.1
30011,"Carter County, Montana",1194,97.6,1.2
30013,"Cascade County, Montana",76140,95.8,0.5
30015,"Chouteau County, Montana",5466,97.4,0.8
30017,"Custer County, Montana",11054,95.5,1.5
30019,"Daniels County, Montana",1671,95.9,2.4
30021,"Dawson County, Montana",8624,98.6,0.7
30023,"Deer Lodge County, Montana",8882,97.6,1
30025,"Fallon County, Montana",2820,98.7,0.7
30027,"Fergus County, Montana",10912,96.5,1.3
30029,"Flathead County, Montana",86074,97,0.5
30031,"Gallatin County, Montana",85750,95.8,0.5
30033,"Garfield County, Montana",1072,98.7,0.8
30035,"Glacier County, Montana",12252,89.3,2.1
30037,"Golden Valley County, Montana",668,99.4,0.8
30039,"Granite County, Montana",2985,97.2,1.2
30041,"Hill County, Montana",15026,93.8,1.4
30043,"Jefferson County, Montana",10916,98.2,0.7
30045,"Judith Basin County, Montana",1989,96.7,1.5
30047,"Lake County, Montana",26882,93.7,1.2
30049,"Lewis and Clark County, Montana",60322,96.4,0.6
30051,"Liberty County, Montana",2258,74.6,5.7
30053,"Lincoln County, Montana",18701,97,0.8
30055,"McCone County, Montana",1666,99.1,0.5
30057,"Madison County, Montana",7362,97.7,1.1
30059,"Meagher County, Montana",1761,98.2,1.6
30061,"Mineral County, Montana",4020,99.4,0.4
30063,"Missoula County, Montana",104103,95.4,0.5
30065,"Musselshell County, Montana",4508,95,3.4
30067,"Park County, Montana",14810,96,1.3
30069,"Petroleum County, Montana",512,99.2,0.8
30071,"Phillips County, Montana",3946,98.8,1.3
30073,"Pondera County, Montana",5747,91,1.8
30075,"Powder River County, Montana",1606,98.2,1.5
30077,"Powell County, Montana",6774,95,1.3
30079,"Prairie County, Montana",1139,95.4,2.6
30081,"Ravalli County, Montana",38323,96.2,0.8
30083,"Richland County, Montana",9624,96.4,1
30085,"Roosevelt County, Montana",9689,96.9,1.2
30087,"Rosebud County, Montana",8516,91.6,1.8
30089,"Sanders County, Montana",10871,96.4,1.6
30091,"Sheridan County, Montana",3327,98,1.1
30093,"Silver Bow County, Montana",32460,95.9,1.1
30095,"Stillwater County, Montana",8714,98.5,0.7
30097,"Sweet Grass County, Montana",3401,97.4,1.7
30099,"Teton County, Montana",5721,96.1,1.2
30101,"Toole County, Montana",4993,93,2.1
30103,"Treasure County, Montana",686,93.1,3.8
30105,"Valley County, Montana",7069,98.2,0.8
30107,"Wheatland County, Montana",2008,81.5,9.7
30109,"Wibaux County, Montana",894,99.7,0.6
30111,"Yellowstone County, Montana",140178,96,0.4
31001,"Adams County, Nebraska",29312,92.9,0.8
31003,"Antelope County, Nebraska",6183,96.5,0.9
31005,"Arthur County, Nebraska",452,97.6,2.5
31007,"Banner County, Nebraska",757,96,2.5
31009,"Blaine County, Nebraska",544,99.3,0.7
31011,"Boone County, Nebraska",5121,97.5,0.7
31013,"Box Butte County, Nebraska",10560,94.7,1.6
31015,"Boyd County, Nebraska",1959,98.2,1
31017,"Brown County, Nebraska",2997,97.8,1.6
31019,"Buffalo County, Nebraska",43587,92.9,0.8
31021,"Burt County, Nebraska",6378,97.6,1
31023,"Butler County, Nebraska",7860,95.2,0.8
31025,"Cass County, Nebraska",23703,96.6,0.8
31027,"Cedar County, Nebraska",8233,97.6,0.6
31029,"Chase County, Nebraska",3670,90.4,3.4
31031,"Cherry County, Nebraska",5365,97.2,1.3
31033,"Cheyenne County, Nebraska",9399,94.9,1.5
31035,"Clay County, Nebraska",6092,92.3,1.2
31037,"Colfax County, Nebraska",9566,59.4,1.7
31039,"Cuming County, Nebraska",8577,91.4,2.1
31041,"Custer County, Nebraska",10238,97.8,0.5
31043,"Dakota County, Nebraska",19059,63.6,2.3
31045,"Dawes County, Nebraska",8721,94,2.6
31047,"Dawson County, Nebraska",22389,67.5,1
31049,"Deuel County, Nebraska",1877,95.2,2.6
31051,"Dixon County, Nebraska",5570,91.5,1.1
31053,"Dodge County, Nebraska",34299,89.7,0.7
31055,"Douglas County, Nebraska",484330,86.1,0.4
31057,"Dundy County, Nebraska",1896,93.3,5.5
31059,"Fillmore County, Nebraska",5519,96.7,1.3
31061,"Franklin County, Nebraska",3016,98.1,0.6
31063,"Frontier County, Nebraska",2428,98.5,0.8
31065,"Furnas County, Nebraska",4686,97.9,1
31067,"Gage County, Nebraska",20696,96.3,0.7
31069,"Garden County, Nebraska",1844,98.1,1.2
31071,"Garfield County, Nebraska",1875,98.6,1.1
31073,"Gosper County, Nebraska",1871,97.9,1
31075,"Grant County, Nebraska",586,100,3.4
31077,"Greeley County, Nebraska",2354,99.3,0.4
31079,"Hall County, Nebraska",54769,80.4,1.2
31081,"Hamilton County, Nebraska",8581,97.5,0.8
31083,"Harlan County, Nebraska",3264,97.3,1
31085,"Hayes County, Nebraska",1102,95.7,1.3
31087,"Hitchcock County, Nebraska",2724,97.6,1.4
31089,"Holt County, Nebraska",9753,96.7,1
31091,"Hooker County, Nebraska",678,98.4,1.7
31093,"Howard County, Nebraska",5912,97.7,0.9
31095,"Jefferson County, Nebraska",7162,96.7,1.2
31097,"Johnson County, Nebraska",4920,90.8,1.5
31099,"Kearney County, Nebraska",6126,95.2,1.2
31101,"Keith County, Nebraska",7873,96.9,1
31103,"Keya Paha County, Nebraska",689,99.1,1.3
31105,"Kimball County, Nebraska",3525,93.8,1.6
31107,"Knox County, Nebraska",8111,96.5,0.8
31109,"Lancaster County, Nebraska",269671,89.1,0.6
31111,"Lincoln County, Nebraska",33655,96.3,0.8
31113,"Logan County, Nebraska",734,98.9,0.7
31115,"Loup County, Nebraska",559,99.5,0.6
31117,"McPherson County, Nebraska",346,98.3,1.9
31119,"Madison County, Nebraska",32335,87.7,0.8
31121,"Merrick County, Nebraska",7316,96.9,1.1
31123,"Morrill County, Nebraska",4685,90.2,1.7
31125,"Nance County, Nebraska",3474,98,0.8
31127,"Nemaha County, Nebraska",6780,97.2,0.7
31129,"Nuckolls County, Nebraska",4239,96.9,0.9
31131,"Otoe County, Nebraska",14706,95.1,1
31133,"Pawnee County, Nebraska",2622,90.8,4.3
31135,"Perkins County, Nebraska",2765,96.6,1.3
31137,"Phelps County, Nebraska",8615,96.6,1.3
31139,"Pierce County, Nebraska",6775,97.9,0.5
31141,"Platte County, Nebraska",29986,85.8,1
31143,"Polk County, Nebraska",5047,95.9,0.6
31145,"Red Willow County, Nebraska",10338,97.4,1.4
31147,"Richardson County, Nebraska",7896,98.5,0.6
31149,"Rock County, Nebraska",1391,100,1.4
31151,"Saline County, Nebraska",13358,79.5,3.3
31153,"Sarpy County, Nebraska",149340,91.8,0.5
31155,"Saunders County, Nebraska",19453,95.6,0.9
31157,"Scotts Bluff County, Nebraska",34362,87.5,1.3
31159,"Seward County, Nebraska",15825,97,0.7
31161,"Sheridan County, Nebraska",5100,97,1.1
31163,"Sherman County, Nebraska",2956,97.5,1.1
31165,"Sioux County, Nebraska",1193,99.1,0.9
31167,"Stanton County, Nebraska",5758,96.2,1.7
31169,"Thayer County, Nebraska",4911,98,0.8
31171,"Thomas County, Nebraska",698,97,1.7
31173,"Thurston County, Nebraska",6225,92.7,1.4
31175,"Valley County, Nebraska",4011,95.8,1.4
31177,"Washington County, Nebraska",19097,98.1,0.6
31179,"Wayne County, Nebraska",8988,94.5,1.3
31181,"Webster County, Nebraska",3544,97.6,0.9
31183,"Wheeler County, Nebraska",823,100,2.4
31185,"York County, Nebraska",12825,95,1.2
32001,"Churchill County, Nevada",22934,88.6,1.7
32003,"Clark County, Nevada",1840196,66.6,0.3
32005,"Douglas County, Nevada",44875,91,1
32007,"Elko County, Nevada",46057,83.8,1.3
32009,"Esmeralda County, Nevada",948,84.7,7.4
32011,"Eureka County, Nevada",1683,99.3,0.8
32013,"Humboldt County, Nevada",15522,80.8,2.1
32015,"Lander County, Nevada",5409,80.4,5.1
32017,"Lincoln County, Nevada",4958,97.1,2.4
32019,"Lyon County, Nevada",48605,87.1,1
32021,"Mineral County, Nevada",4527,92,2.8
32023,"Nye County, Nevada",41433,88.7,1.2
32027,"Pershing County, Nevada",6433,80.1,1.9
32029,"Storey County, Nevada",3795,94.5,2.7
32031,"Washoe County, Nevada",398052,77.1,0.6
32033,"White Pine County, Nevada",9368,94.1,1.9
32510,"Carson City, Nevada",51733,80.6,1.2
33001,"Belknap County, New Hampshire",57215,96.1,0.6
33003,"Carroll County, New Hampshire",45803,97.1,0.7
33005,"Cheshire County, New Hampshire",73186,96.8,0.5
33007,"Coos County, New Hampshire",31192,87.1,1.3
33009,"Grafton County, New Hampshire",85120,92.9,0.7
33011,"Hillsborough County, New Hampshire",378708,87.1,0.5
33013,"Merrimack County, New Hampshire",139340,94.8,0.4
33015,"Rockingham County, New Hampshire",282133,93.5,0.4
33017,"Strafford County, New Hampshire",117164,92.7,0.5
33019,"Sullivan County, New Hampshire",41194,96.6,0.7
34001,"Atlantic County, New Jersey",258301,74.1,0.6
34003,"Bergen County, New Jersey",863263,61.3,0.5
34005,"Burlington County, New Jersey",424595,87.3,0.4
34007,"Camden County, New Jersey",480328,80.1,0.4
34009,"Cape May County, New Jersey",92139,90.3,0.9
34011,"Cumberland County, New Jersey",146557,74.7,0.6
34013,"Essex County, New Jersey",732189,66.2,0.5
34015,"Gloucester County, New Jersey",272019,91.4,0.5
34017,"Hudson County, New Jersey",601083,40.8,0.6
34019,"Hunterdon County, New Jersey",121352,89.2,0.6
34021,"Mercer County, New Jersey",346447,71.8,0.6
34023,"Middlesex County, New Jersey",766916,58.2,0.4
34025,"Monmouth County, New Jersey",595938,82.9,0.4
34027,"Morris County, New Jersey",468603,76.1,0.5
34029,"Ocean County, New Jersey",539711,87.9,0.4
34031,"Passaic County, New Jersey",468218,52.3,0.6
34033,"Salem County, New Jersey",61963,92.8,0.8
34035,"Somerset County, New Jersey",307348,70.4,0.6
34037,"Sussex County, New Jersey",140428,90.1,0.7
34039,"Union County, New Jersey",504805,58.1,0.5
34041,"Warren County, New Jersey",102296,88.4,0.8
35001,"Bernalillo County, New Mexico",622686,69,0.7
35003,"Catron County, New Mexico",3661,81,4.9
35005,"Chaves County, New Mexico",60536,61.4,1.7
35006,"Cibola County, New Mexico",25345,55.7,2.4
35007,"Colfax County, New Mexico",12799,78.5,2.3
35009,"Curry County, New Mexico",44982,75.4,1.5
35011,"De Baca County, New Mexico",1913,70.8,7.8
35013,"Doña Ana County, New Mexico",195488,49,1
35015,"Eddy County, New Mexico",50462,69.2,1.8
35017,"Grant County, New Mexico",27780,68.2,1.9
35019,"Guadalupe County, New Mexico",4386,46.7,6.3
35021,"Harding County, New Mexico",661,74.3,5.5
35023,"Hidalgo County, New Mexico",4500,62.9,3.3
35025,"Lea County, New Mexico",59945,58.1,1.5
35027,"Lincoln County, New Mexico",19371,77.4,1.8
35028,"Los Alamos County, New Mexico",17093,83.6,2.4
35029,"Luna County, New Mexico",23224,50.5,2.4
35031,"McKinley County, New Mexico",66475,43.3,1.6
35033,"Mora County, New Mexico",4513,39.7,7.6
35035,"Otero County, New Mexico",59856,71.4,1.3
35037,"Quay County, New Mexico",8401,75.6,2.2
35039,"Rio Arriba County, New Mexico",37458,37.4,1.9
35041,"Roosevelt County, New Mexico",18470,74.6,2.2
35043,"Sandoval County, New Mexico",124803,71.1,1
35045,"San Juan County, New Mexico",118175,66.5,1.2
35047,"San Miguel County, New Mexico",27480,44.3,2.3
35049,"Santa Fe County, New Mexico",137484,63.9,1
35051,"Sierra County, New Mexico",11488,77.2,3.1
35053,"Socorro County, New Mexico",16716,55.2,2.9
35055,"Taos County, New Mexico",31162,56.8,2.6
35057,"Torrance County, New Mexico",15336,73.8,2.1
35059,"Union County, New Mexico",4257,71.2,3.7
35061,"Valencia County, New Mexico",71267,66.3,1.5
36001,"Albany County, New York",290008,87.8,0.5
36003,"Allegany County, New York",46020,95.1,0.6
36005,"Bronx County, New York",1291504,42.9,0.4
36007,"Broome County, New York",189038,91.1,0.5
36009,"Cattaraugus County, New York",74885,94.5,0.6
36011,"Cayuga County, New York",75598,95.5,0.5
36013,"Chautauqua County, New York",126837,92.5,0.5
36015,"Chemung County, New York",83610,96.3,0.4
36017,"Chenango County, New York",47487,97,0.4
36019,"Clinton County, New York",77857,93.9,0.6
36021,"Columbia County, New York",59815,93.1,0.7
36023,"Cortland County, New York",46778,95.6,0.7
36025,"Delaware County, New York",45185,94.6,0.6
36027,"Dutchess County, New York",282578,84.7,0.5
36029,"Erie County, New York",870341,90,0.3
36031,"Essex County, New York",37425,93.2,0.9
36033,"Franklin County, New York",48969,92.3,0.8
36035,"Fulton County, New York",52229,95.5,0.7
36037,"Genesee County, New York",56557,96,0.6
36039,"Greene County, New York",46692,92.5,1
36041,"Hamilton County, New York",4654,97.2,0.9
36043,"Herkimer County, New York",60965,93.9,0.8
36045,"Jefferson County, New York",108109,91.9,0.7
36047,"Kings County, New York",2355264,53.7,0.2
36049,"Lewis County, New York",25372,97.2,0.5
36051,"Livingston County, New York",62059,94.1,0.9
36053,"Madison County, New York",69206,96.3,0.5
36055,"Monroe County, New York",703619,87.4,0.3
36057,"Montgomery County, New York",47004,86.3,1.1
36059,"Nassau County, New York",1270496,72.1,0.3
36061,"New York County, New York",1525012,59.6,0.4
36063,"Niagara County, New York",204038,95.5,0.3
36065,"Oneida County, New York",220866,88.1,0.5
36067,"Onondaga County, New York",439924,89.8,0.3
36069,"Ontario County, New York",102727,93.6,0.6
36071,"Orange County, New York",348016,76.6,0.6
36073,"Orleans County, New York",40455,93.2,0.7
36075,"Oswego County, New York",114898,95.8,0.5
36077,"Otsego County, New York",59336,94.3,0.6
36079,"Putnam County, New York",94964,81.5,1.1
36081,"Queens County, New York",2118993,43.5,0.3
36083,"Rensselaer County, New York",150806,93.3,0.5
36085,"Richmond County, New York",442114,69.7,0.7
36087,"Rockland County, New York",291186,62.7,0.8
36089,"St. Lawrence County, New York",105676,92.8,0.9
36091,"Saratoga County, New York",209298,93.7,0.5
36093,"Schenectady County, New York",145602,90.1,0.8
36095,"Schoharie County, New York",30874,96.3,0.5
36097,"Schuyler County, New York",17575,96.1,1.1
36099,"Seneca County, New York",33442,93.5,0.7
36101,"Steuben County, New York",93257,95.2,0.4
36103,"Suffolk County, New York",1411618,79.2,0.3
36105,"Sullivan County, New York",72730,84.9,0.9
36107,"Tioga County, New York",48073,96.3,0.5
36109,"Tompkins County, New York",97885,85.3,0.9
36111,"Ulster County, New York",173358,88.1,0.6
36113,"Warren County, New York",62394,95.7,0.6
36115,"Washington County, New York",59981,96.5,0.4
36117,"Wayne County, New York",87903,95.5,0.5
36119,"Westchester County, New York",899676,67.3,0.4
36121,"Wyoming County, New York",39868,95.2,0.5
36123,"Yates County, New York",23770,88.9,1.8
37001,"Alamance County, North Carolina",143110,88.2,0.5
37003,"Alexander County, North Carolina",35011,95,0.7
37005,"Alleghany County, North Carolina",10512,92,1.2
37007,"Anson County, North Carolina",25065,95.1,0.6
37009,"Ashe County, North Carolina",25761,95.4,0.5
37011,"Avery County, North Carolina",17010,94,1.2
37013,"Beaufort County, North Carolina",44878,93.8,0.8
37015,"Bertie County, North Carolina",19768,97.9,0.8
37017,"Bladen County, North Carolina",33001,93.6,0.7
37019,"Brunswick County, North Carolina",104659,93.7,0.6
37021,"Buncombe County, North Carolina",228601,92.6,0.6
37023,"Burke County, North Carolina",85750,91.2,0.4
37025,"Cabarrus County, North Carolina",168755,89.4,0.5
37027,"Caldwell County, North Carolina",78043,95.3,0.7
37029,"Camden County, North Carolina",9554,95.6,1.3
37031,"Carteret County, North Carolina",63962,95.3,0.5
37033,"Caswell County, North Carolina",22308,96.8,0.6
37035,"Catawba County, North Carolina",145077,89.1,0.5
37037,"Chatham County, North Carolina",61194,85.1,1.1
37039,"Cherokee County, North Carolina",25967,95.8,1
37041,"Chowan County, North Carolina",13886,95.9,1.7
37043,"Clay County, North Carolina",10039,97.5,0.9
37045,"Cleveland County, North Carolina",91941,96,0.4
37047,"Columbus County, North Carolina",54370,94.2,0.6
37049,"Craven County, North Carolina",96348,92.3,0.6
37051,"Cumberland County, North Carolina",295143,89,0.4
37053,"Currituck County, North Carolina",22547,96,0.9
37055,"Dare County, North Carolina",32549,92.5,1.1
37057,"Davidson County, North Carolina",153338,92.4,0.4
37059,"Davie County, North Carolina",39081,92.6,0.7
37061,"Duplin County, North Carolina",54951,81,0.6
37063,"Durham County, North Carolina",256375,80.6,0.5
37065,"Edgecombe County, North Carolina",52413,96.1,0.5
37067,"Forsyth County, North Carolina",330922,85.9,0.4
37069,"Franklin County, North Carolina",57390,92.1,0.7
37071,"Gaston County, North Carolina",194139,92.6,0.4
37073,"Gates County, North Carolina",11301,98.5,0.8
37075,"Graham County, North Carolina",8293,95.9,1.2
37077,"Granville County, North Carolina",54999,92.9,0.7
37079,"Greene County, North Carolina",20041,84.7,1.3
37081,"Guilford County, North Carolina",464447,87.5,0.4
37083,"Halifax County, North Carolina",51141,97.4,0.3
37085,"Harnett County, North Carolina",109352,89,0.7
37087,"Haywood County, North Carolina",56146,96.5,0.5
37089,"Henderson County, North Carolina",101843,89.4,0.7
37091,"Hertford County, North Carolina",23202,94.3,1
37093,"Hoke County, North Carolina",44102,87.3,1.2
37095,"Hyde County, North Carolina",5513,94.7,4
37097,"Iredell County, North Carolina",151557,91.4,0.5
37099,"Jackson County, North Carolina",38382,91.6,1.3
37101,"Johnston County, North Carolina",159865,87.9,0.5
37103,"Jones County, North Carolina",9615,94.9,0.9
37105,"Lee County, North Carolina",54560,81.7,0.7
37107,"Lenoir County, North Carolina",55644,93.3,0.7
37109,"Lincoln County, North Carolina",74330,92.4,0.6
37111,"McDowell County, North Carolina",42526,93.8,0.7
37113,"Macon County, North Carolina",32188,93,0.7
37115,"Madison County, North Carolina",19955,96.9,0.8
37117,"Martin County, North Carolina",22873,96.3,0.7
37119,"Mecklenburg County, North Carolina",877662,81.8,0.3
37121,"Mitchell County, North Carolina",14707,95,0.8
37123,"Montgomery County, North Carolina",26020,84,0.9
37125,"Moore County, North Carolina",84434,92.9,0.6
37127,"Nash County, North Carolina",89872,93.1,0.6
37129,"New Hanover County, North Carolina",194854,92.4,0.5
37131,"Northampton County, North Carolina",20554,97.5,0.7
37133,"Onslow County, North Carolina",162366,91.2,0.6
37135,"Orange County, North Carolina",129155,84.1,0.7
37137,"Pamlico County, North Carolina",12545,93.9,1.2
37139,"Pasquotank County, North Carolina",37726,94.7,1.1
37141,"Pender County, North Carolina",50287,94.3,0.8
37143,"Perquimans County, North Carolina",12799,96.7,1.2
37145,"Person County, North Carolina",37039,95.6,0.7
37147,"Pitt County, North Carolina",159388,92.8,0.5
37149,"Polk County, North Carolina",19617,94.8,1.4
37151,"Randolph County, North Carolina",133213,89.4,0.5
37153,"Richmond County, North Carolina",43578,93.2,0.6
37155,"Robeson County, North Carolina",124389,91.2,0.4
37157,"Rockingham County, North Carolina",87972,94.3,0.4
37159,"Rowan County, North Carolina",129667,91.2,0.4
37161,"Rutherford County, North Carolina",63678,95.9,0.5
37163,"Sampson County, North Carolina",59427,84.3,0.6
37165,"Scotland County, North Carolina",33765,96.8,0.6
37167,"Stanly County, North Carolina",57099,94.1,0.7
37169,"Stokes County, North Carolina",44647,96.8,0.5
37171,"Surry County, North Carolina",69195,90.5,0.6
37173,"Swain County, North Carolina",13125,97.7,1
37175,"Transylvania County, North Carolina",31552,95.8,1.3
37177,"Tyrrell County, North Carolina",4136,88,4.5
37179,"Union County, North Carolina",191330,87,0.6
37181,"Vance County, North Carolina",42057,94.5,0.7
37183,"Wake County, North Carolina",863927,83.4,0.3
37185,"Warren County, North Carolina",19646,96.4,0.7
37187,"Washington County, North Carolina",12164,97.6,0.9
37189,"Watauga County, North Carolina",49654,94.7,0.6
37191,"Wayne County, North Carolina",114787,89.1,0.5
37193,"Wilkes County, North Carolina",65302,95,0.4
37195,"Wilson County, North Carolina",76011,89.3,0.7
37197,"Yadkin County, North Carolina",36047,90.8,1
37199,"Yancey County, North Carolina",16987,95.4,1.2
38001,"Adams County, North Dakota",2188,95.5,2.2
38003,"Barnes County, North Dakota",10526,97.2,0.8
38005,"Benson County, North Dakota",6069,97.9,0.6
38007,"Billings County, North Dakota",817,91.1,7.9
38009,"Bottineau County, North Dakota",6169,97,0.9
38011,"Bowman County, North Dakota",2974,96.8,1.3
38013,"Burke County, North Dakota",1946,95.1,1.8
38015,"Burleigh County, North Dakota",78413,95.2,0.6
38017,"Cass County, North Dakota",143448,93.1,0.5
38019,"Cavalier County, North Dakota",3777,97.5,1
38021,"Dickey County, North Dakota",4910,94.9,1.4
38023,"Divide County, North Dakota",2069,97.4,2.1
38025,"Dunn County, North Dakota",3577,93.7,2.9
38027,"Eddy County, North Dakota",2259,97.4,1.2
38029,"Emmons County, North Dakota",3339,91.7,1.6
38031,"Foster County, North Dakota",3177,95.5,1.8
38033,"Golden Valley County, North Dakota",1606,97.9,1.3
38035,"Grand Forks County, North Dakota",63060,94.1,0.7
38037,"Grant County, North Dakota",2289,92.2,1.9
38039,"Griggs County, North Dakota",2256,97.7,1.4
38041,"Hettinger County, North Dakota",2400,95.7,1.4
38043,"Kidder County, North Dakota",2338,94.6,1.8
38045,"LaMoure County, North Dakota",3908,93.4,1.8
38047,"Logan County, North Dakota",1893,88.2,2.1
38049,"McHenry County, North Dakota",5262,96,1
38051,"McIntosh County, North Dakota",2641,80.3,2.3
38053,"McKenzie County, North Dakota",6814,95.1,1.3
38055,"McLean County, North Dakota",8701,95.8,1.2
38057,"Mercer County, North Dakota",7988,92.7,1.8
38059,"Morton County, North Dakota",26064,94.5,1
38061,"Mountrail County, North Dakota",7683,94.1,1.5
38063,"Nelson County, North Dakota",2975,99,0.5
38065,"Oliver County, North Dakota",1720,96.1,1.5
38067,"Pembina County, North Dakota",6925,95.9,1
38069,"Pierce County, North Dakota",4158,95.7,1.6
38071,"Ramsey County, North Dakota",10749,96.9,1
38073,"Ransom County, North Dakota",5160,96.5,1.5
38075,"Renville County, North Dakota",2346,97.7,1.1
38077,"Richland County, North Dakota",15357,97.1,0.6
38079,"Rolette County, North Dakota",12727,98.9,0.5
38081,"Sargent County, North Dakota",3665,97.6,0.7
38083,"Sheridan County, North Dakota",1291,95.9,1.6
38085,"Sioux County, North Dakota",3777,88.7,2.6
38087,"Slope County, North Dakota",689,98.3,1.5
38089,"Stark County, North Dakota",24040,94,0.9
38091,"Steele County, North Dakota",1875,95.8,1.8
38093,"Stutsman County, North Dakota",19819,95.4,1.2
38095,"Towner County, North Dakota",2164,98.9,0.8
38097,"Traill County, North Dakota",7650,97.1,0.8
38099,"Walsh County, North Dakota",10465,90.9,1.5
38101,"Ward County, North Dakota",59149,95.2,0.6
38103,"Wells County, North Dakota",4018,97.5,0.8
38105,"Williams County, North Dakota",23226,96,1
39001,"Adams County, Ohio",26541,96.8,1.2
39003,"Allen County, Ohio",99244,97,0.4
39005,"Ashland County, Ohio",50119,94.3,1.7
39007,"Ashtabula County, Ohio",94807,94.3,0.7
39009,"Athens County, Ohio",62169,95.2,0.6
39011,"Auglaize County, Ohio",42929,97.5,0.5
39013,"Belmont County, Ohio",66548,97.9,0.3
39015,"Brown County, Ohio",41737,98.8,0.3
39017,"Butler County, Ohio",345318,93.1,0.3
39019,"Carroll County, Ohio",27197,96.9,1.1
39021,"Champaign County, Ohio",37447,97.9,0.6
39023,"Clark County, Ohio",129323,96.1,0.4
39025,"Clermont County, Ohio",185488,96.4,0.3
39027,"Clinton County, Ohio",39436,98.4,0.4
39029,"Columbiana County, Ohio",101242,97.5,0.3
39031,"Coshocton County, Ohio",34582,94.7,1
39033,"Crawford County, Ohio",40929,98.6,0.5
39035,"Cuyahoga County, Ohio",1198635,88.7,0.2
39037,"Darke County, Ohio",49248,98.5,0.3
39039,"Defiance County, Ohio",36535,94.4,0.9
39041,"Delaware County, Ohio",165709,91.9,0.6
39043,"Erie County, Ohio",72546,96.7,0.5
39045,"Fairfield County, Ohio",138075,96.1,0.5
39047,"Fayette County, Ohio",26975,97.3,0.6
39049,"Franklin County, Ohio",1097094,87.9,0.3
39051,"Fulton County, Ohio",39919,95.8,0.8
39053,"Gallia County, Ohio",29013,97.4,0.9
39055,"Geauga County, Ohio",88575,88.1,0.8
39057,"Greene County, Ohio",153610,93.8,0.4
39059,"Guernsey County, Ohio",37549,96.9,1
39061,"Hamilton County, Ohio",749227,93.1,0.2
39063,"Hancock County, Ohio",70639,95.7,0.5
39065,"Hardin County, Ohio",29920,95.1,1.6
39067,"Harrison County, Ohio",14858,97.7,0.9
39069,"Henry County, Ohio",26406,96.4,0.7
39071,"Highland County, Ohio",40663,97.9,0.6
39073,"Hocking County, Ohio",27587,98.6,0.4
39075,"Holmes County, Ohio",38751,50.9,1.9
39077,"Huron County, Ohio",55407,94.2,0.8
39079,"Jackson County, Ohio",30909,95.7,1.5
39081,"Jefferson County, Ohio",65558,97.4,0.4
39083,"Knox County, Ohio",57199,94.3,1.3
39085,"Lake County, Ohio",217665,92.8,0.4
39087,"Lawrence County, Ohio",58611,98.7,0.3
39089,"Licking County, Ohio",156684,96.9,0.4
39091,"Logan County, Ohio",42718,96.2,1
39093,"Lorain County, Ohio",283926,92.3,0.4
39095,"Lucas County, Ohio",410797,94,0.3
39097,"Madison County, Ohio",40848,96.8,0.6
39099,"Mahoning County, Ohio",224675,93.3,0.4
39101,"Marion County, Ohio",62499,96.5,0.5
39103,"Medina County, Ohio",163370,94.8,0.5
39105,"Meigs County, Ohio",22356,99.3,0.3
39107,"Mercer County, Ohio",38021,97.6,0.5
39109,"Miami County, Ohio",96697,97.3,0.3
39111,"Monroe County, Ohio",13829,96.8,2.4
39113,"Montgomery County, Ohio",503272,94.5,0.2
39115,"Morgan County, Ohio",14208,98.2,1
39117,"Morrow County, Ohio",32805,96,1.2
39119,"Muskingum County, Ohio",80581,97.7,0.4
39121,"Noble County, Ohio",13883,97.4,0.8
39123,"Ottawa County, Ohio",39495,96.2,0.7
39125,"Paulding County, Ohio",18115,96.2,0.9
39127,"Perry County, Ohio",33692,98.8,0.5
39129,"Pickaway County, Ohio",52800,98.4,0.4
39131,"Pike County, Ohio",26830,97.2,1.2
39133,"Portage County, Ohio",155577,95.7,0.4
39135,"Preble County, Ohio",39626,97.8,0.5
39137,"Putnam County, Ohio",31909,96.6,0.5
39139,"Richland County, Ohio",116302,96.6,0.5
39141,"Ross County, Ohio",73340,96.9,0.6
39143,"Sandusky County, Ohio",56903,94.8,0.7
39145,"Scioto County, Ohio",74445,97.8,0.4
39147,"Seneca County, Ohio",53142,97.3,0.4
39149,"Shelby County, Ohio",45948,97.5,0.5
39151,"Stark County, Ohio",354106,96.4,0.2
39153,"Summit County, Ohio",510465,94.1,0.3
39155,"Trumbull County, Ohio",197460,95,0.3
39157,"Tuscarawas County, Ohio",87032,94.4,0.8
39159,"Union County, Ohio",49346,95.8,0.6
39161,"Van Wert County, Ohio",26914,97.9,0.6
39163,"Vinton County, Ohio",12613,98.2,0.6
39165,"Warren County, Ohio",201398,92.5,0.4
39167,"Washington County, Ohio",58397,98,0.4
39169,"Wayne County, Ohio",107073,89.7,0.7
39171,"Williams County, Ohio",35425,96.9,0.5
39173,"Wood County, Ohio",120455,94.8,0.5
39175,"Wyandot County, Ohio",21235,96.5,0.9
40001,"Adair County, Oklahoma",20887,91.2,0.9
40003,"Alfalfa County, Oklahoma",5372,94.5,1.4
40005,"Atoka County, Oklahoma",13167,97.1,0.6
40007,"Beaver County, Oklahoma",5248,82.2,2.3
40009,"Beckham County, Oklahoma",20831,91.2,1.6
40011,"Blaine County, Oklahoma",9445,89.2,1.8
40013,"Bryan County, Oklahoma",40152,94.6,0.7
